filename,video_id,gloss,match_type,confidence
00961.mp4,00961,add,exact,1.0
00962.mp4,00962,add,exact,1.0
00963.mp4,00963,add,exact,1.0
00964.mp4,00964,add,exact,1.0
00965.mp4,00965,add,exact,1.0
00967.mp4,00967,add,exact,1.0
00973.mp4,00973,add,exact,1.0
01011.mp4,01011,address,exact,1.0
01012.mp4,01012,address,exact,1.0
01018.mp4,01018,address,exact,1.0
01024.mp4,01024,address,exact,1.0
01064.mp4,01064,adjective,exact,1.0
01065.mp4,01065,adjective,exact,1.0
01066.mp4,01066,adjective,exact,1.0
01068.mp4,01068,adjective,exact,1.0
01073.mp4,01073,adjust,exact,1.0
01074.mp4,01074,adjust,exact,1.0
01076.mp4,01076,adjust,exact,1.0
01079.mp4,01079,adjust,exact,1.0
01100.mp4,01100,admire,exact,1.0
01101.mp4,01101,admire,exact,1.0
01103.mp4,01103,admire,exact,1.0
01107.mp4,01107,admire,exact,1.0
01118.mp4,01118,admit,exact,1.0
01120.mp4,01120,admit,exact,1.0
01122.mp4,01122,admit,exact,1.0
01127.mp4,01127,admit,exact,1.0
01157.mp4,01157,adopt,exact,1.0
01158.mp4,01158,adopt,exact,1.0
01159.mp4,01159,adopt,exact,1.0
01160.mp4,01160,adopt,exact,1.0
01162.mp4,01162,adopt,exact,1.0
01206.mp4,01206,adult,exact,1.0
01207.mp4,01207,adult,exact,1.0
01208.mp4,01208,adult,exact,1.0
01209.mp4,01209,adult,exact,1.0
01214.mp4,01214,adult,exact,1.0
01217.mp4,01217,adult,exact,1.0
01226.mp4,01226,advanced,exact,1.0
01227.mp4,01227,advanced,exact,1.0
01229.mp4,01229,advanced,exact,1.0
01231.mp4,01231,advanced,exact,1.0
01244.mp4,01244,advantage,exact,1.0
01245.mp4,01245,advantage,exact,1.0
01252.mp4,01252,advantage,exact,1.0
01264.mp4,01264,adverb,exact,1.0
01265.mp4,01265,adverb,exact,1.0
01266.mp4,01266,adverb,exact,1.0
01268.mp4,01268,adverb,exact,1.0
01318.mp4,01318,affect,exact,1.0
01319.mp4,01319,affect,exact,1.0
01320.mp4,01320,affect,exact,1.0
01321.mp4,01321,affect,exact,1.0
01323.mp4,01323,affect,exact,1.0
01327.mp4,01327,affect,exact,1.0
01373.mp4,01373,afraid,exact,1.0
01374.mp4,01374,afraid,exact,1.0
01376.mp4,01376,afraid,exact,1.0
01377.mp4,01377,afraid,exact,1.0
01381.mp4,01381,afraid,exact,1.0
01383.mp4,01383,africa,exact,1.0
01384.mp4,01384,africa,exact,1.0
01385.mp4,01385,africa,exact,1.0
01386.mp4,01386,africa,exact,1.0
01387.mp4,01387,africa,exact,1.0
01388.mp4,01388,africa,exact,1.0
01391.mp4,01391,africa,exact,1.0
01398.mp4,01398,africa,exact,1.0
01418.mp4,01418,after,exact,1.0
01419.mp4,01419,after,exact,1.0
01420.mp4,01420,after,exact,1.0
01421.mp4,01421,after,exact,1.0
01422.mp4,01422,after,exact,1.0
01428.mp4,01428,after,exact,1.0
01433.mp4,01433,afternoon,exact,1.0
01434.mp4,01434,afternoon,exact,1.0
01435.mp4,01435,afternoon,exact,1.0
01436.mp4,01436,afternoon,exact,1.0
01438.mp4,01438,afternoon,exact,1.0
01442.mp4,01442,afternoon,exact,1.0
01460.mp4,01460,again,exact,1.0
01461.mp4,01461,again,exact,1.0
01462.mp4,01462,again,exact,1.0
01463.mp4,01463,again,exact,1.0
01464.mp4,01464,again,exact,1.0
01466.mp4,01466,again,exact,1.0
01471.mp4,01471,again,exact,1.0
01473.mp4,01473,against,exact,1.0
01474.mp4,01474,against,exact,1.0
01477.mp4,01477,against,exact,1.0
01479.mp4,01479,against,exact,1.0
01485.mp4,01485,age,exact,1.0
01486.mp4,01486,age,exact,1.0
01487.mp4,01487,age,exact,1.0
01489.mp4,01489,age,exact,1.0
01490.mp4,01490,age,exact,1.0
01495.mp4,01495,age,exact,1.0
01505.mp4,01505,agenda,exact,1.0
01506.mp4,01506,agenda,exact,1.0
01507.mp4,01507,agenda,exact,1.0
01515.mp4,01515,agenda,exact,1.0
01552.mp4,01552,ago,exact,1.0
01553.mp4,01553,ago,exact,1.0
01554.mp4,01554,ago,exact,1.0
01556.mp4,01556,ago,exact,1.0
01557.mp4,01557,ago,exact,1.0
01558.mp4,01558,ago,exact,1.0
01560.mp4,01560,ago,exact,1.0
01561.mp4,01561,ago,exact,1.0
01564.mp4,01564,ago,exact,1.0
01575.mp4,01575,agree,exact,1.0
01576.mp4,01576,agree,exact,1.0
01577.mp4,01577,agree,exact,1.0
01579.mp4,01579,agree,exact,1.0
01582.mp4,01582,agree,exact,1.0
01583.mp4,01583,agreement,exact,1.0
01584.mp4,01584,agreement,exact,1.0
01585.mp4,01585,agreement,exact,1.0
01586.mp4,01586,agreement,exact,1.0
01587.mp4,01587,agreement,exact,1.0
01598.mp4,01598,ahead,exact,1.0
01599.mp4,01599,ahead,exact,1.0
01602.mp4,01602,ahead,exact,1.0
01605.mp4,01605,ahead,exact,1.0
01610.mp4,01610,a,exact,1.0
01612.mp4,01612,a,exact,1.0
01615.mp4,01615,a,exact,1.0
01621.mp4,01621,aid,exact,1.0
01622.mp4,01622,aid,exact,1.0
01624.mp4,01624,aid,exact,1.0
01626.mp4,01626,aid,exact,1.0
01627.mp4,01627,aid,exact,1.0
01642.mp4,01642,aim,exact,1.0
01643.mp4,01643,aim,exact,1.0
01646.mp4,01646,aim,exact,1.0
01652.mp4,01652,aim,exact,1.0
01653.mp4,01653,aim,exact,1.0
01724.mp4,01724,airplane,exact,1.0
01726.mp4,01726,airplane,exact,1.0
01727.mp4,01727,airplane,exact,1.0
01729.mp4,01729,airplane,exact,1.0
01730.mp4,01730,airplane,exact,1.0
01734.mp4,01734,airplane,exact,1.0
01801.mp4,01801,alarm,exact,1.0
01802.mp4,01802,alarm,exact,1.0
01804.mp4,01804,alarm,exact,1.0
01808.mp4,01808,alarm,exact,1.0
01831.mp4,01831,alcohol,exact,1.0
01832.mp4,01832,alcohol,exact,1.0
01836.mp4,01836,alcohol,exact,1.0
01839.mp4,01839,alcohol,exact,1.0
01874.mp4,01874,algebra,exact,1.0
01875.mp4,01875,algebra,exact,1.0
01876.mp4,01876,algebra,exact,1.0
01878.mp4,01878,algebra,exact,1.0
01880.mp4,01880,algebra,exact,1.0
01922.mp4,01922,all day,exact,1.0
01923.mp4,01923,all day,exact,1.0
01924.mp4,01924,all day,exact,1.0
01926.mp4,01926,all day,exact,1.0
01927.mp4,01927,all day,exact,1.0
01955.mp4,01955,allergy,exact,1.0
01956.mp4,01956,allergy,exact,1.0
01957.mp4,01957,allergy,exact,1.0
01960.mp4,01960,allergy,exact,1.0
01962.mp4,01962,allergy,exact,1.0
01965.mp4,01965,allergy,exact,1.0
01986.mp4,01986,all,exact,1.0
01987.mp4,01987,all,exact,1.0
01988.mp4,01988,all,exact,1.0
01991.mp4,01991,all,exact,1.0
01992.mp4,01992,all,exact,1.0
02003.mp4,02003,all,exact,1.0
02008.mp4,02008,alligator,exact,1.0
02009.mp4,02009,alligator,exact,1.0
02010.mp4,02010,alligator,exact,1.0
02012.mp4,02012,alligator,exact,1.0
02014.mp4,02014,alligator,exact,1.0
02045.mp4,02045,allow,exact,1.0
02046.mp4,02046,allow,exact,1.0
02048.mp4,02048,allow,exact,1.0
02049.mp4,02049,allow,exact,1.0
02052.mp4,02052,allow,exact,1.0
02091.mp4,02091,almost,exact,1.0
02092.mp4,02092,almost,exact,1.0
02093.mp4,02093,almost,exact,1.0
02095.mp4,02095,almost,exact,1.0
02103.mp4,02103,alone,exact,1.0
02104.mp4,02104,alone,exact,1.0
02105.mp4,02105,alone,exact,1.0
02106.mp4,02106,alone,exact,1.0
02108.mp4,02108,alone,exact,1.0
02109.mp4,02109,alone,exact,1.0
02110.mp4,02110,alone,exact,1.0
02112.mp4,02112,alone,exact,1.0
02124.mp4,02124,a lot,exact,1.0
02125.mp4,02125,a lot,exact,1.0
02126.mp4,02126,a lot,exact,1.0
02128.mp4,02128,a lot,exact,1.0
02129.mp4,02129,a lot,exact,1.0
02130.mp4,02130,a lot,exact,1.0
02131.mp4,02131,a lot,exact,1.0
02145.mp4,02145,alphabet,exact,1.0
02149.mp4,02149,alphabet,exact,1.0
02151.mp4,02151,alphabet,exact,1.0
02159.mp4,02159,already,exact,1.0
02160.mp4,02160,already,exact,1.0
02161.mp4,02161,already,exact,1.0
02162.mp4,02162,already,exact,1.0
02163.mp4,02163,already,exact,1.0
02165.mp4,02165,already,exact,1.0
02166.mp4,02166,already,exact,1.0
02168.mp4,02168,already,exact,1.0
02174.mp4,02174,also,exact,1.0
02175.mp4,02175,also,exact,1.0
02177.mp4,02177,also,exact,1.0
02178.mp4,02178,also,exact,1.0
02181.mp4,02181,also,exact,1.0
02228.mp4,02228,always,exact,1.0
02229.mp4,02229,always,exact,1.0
02230.mp4,02230,always,exact,1.0
02231.mp4,02231,always,exact,1.0
02233.mp4,02233,always,exact,1.0
02238.mp4,02238,always,exact,1.0
02269.mp4,02269,amazing,exact,1.0
02273.mp4,02273,amazing,exact,1.0
02276.mp4,02276,amazing,exact,1.0
02285.mp4,02285,amazing,exact,1.0
02349.mp4,02349,america,exact,1.0
02350.mp4,02350,america,exact,1.0
02351.mp4,02351,america,exact,1.0
02353.mp4,02353,america,exact,1.0
02356.mp4,02356,america,exact,1.0
02429.mp4,02429,amputate,exact,1.0
02430.mp4,02430,amputate,exact,1.0
02431.mp4,02431,amputate,exact,1.0
02434.mp4,02434,amputate,exact,1.0
02435.mp4,02435,amputate,exact,1.0
02474.mp4,02474,analyze,exact,1.0
02475.mp4,02475,analyze,exact,1.0
02476.mp4,02476,analyze,exact,1.0
02477.mp4,02477,analyze,exact,1.0
02478.mp4,02478,analyze,exact,1.0
02480.mp4,02480,analyze,exact,1.0
02483.mp4,02483,analyze,exact,1.0
02485.mp4,02485,anatomy,exact,1.0
02487.mp4,02487,anatomy,exact,1.0
02490.mp4,02490,anatomy,exact,1.0
02492.mp4,02492,anatomy,exact,1.0
02518.mp4,02518,and,exact,1.0
02519.mp4,02519,and,exact,1.0
02521.mp4,02521,and,exact,1.0
02525.mp4,02525,and,exact,1.0
02540.mp4,02540,angel,exact,1.0
02541.mp4,02541,angel,exact,1.0
02542.mp4,02542,angel,exact,1.0
02544.mp4,02544,angel,exact,1.0
02545.mp4,02545,angel,exact,1.0
02548.mp4,02548,angel,exact,1.0
02558.mp4,02558,angle,exact,1.0
02559.mp4,02559,angle,exact,1.0
02560.mp4,02560,angle,exact,1.0
02561.mp4,02561,angle,exact,1.0
02563.mp4,02563,angle,exact,1.0
02565.mp4,02565,angry,exact,1.0
02566.mp4,02566,angry,exact,1.0
02567.mp4,02567,angry,exact,1.0
02568.mp4,02568,angry,exact,1.0
02569.mp4,02569,angry,exact,1.0
02572.mp4,02572,angry,exact,1.0
02583.mp4,02583,animal,exact,1.0
02584.mp4,02584,animal,exact,1.0
02585.mp4,02585,animal,exact,1.0
02586.mp4,02586,animal,exact,1.0
02587.mp4,02587,animal,exact,1.0
02589.mp4,02589,animal,exact,1.0
02592.mp4,02592,animal,exact,1.0
02609.mp4,02609,anniversary,exact,1.0
02610.mp4,02610,anniversary,exact,1.0
02611.mp4,02611,anniversary,exact,1.0
02614.mp4,02614,anniversary,exact,1.0
02616.mp4,02616,anniversary,exact,1.0
02619.mp4,02619,announce,exact,1.0
02620.mp4,02620,announce,exact,1.0
02622.mp4,02622,announce,exact,1.0
02625.mp4,02625,announce,exact,1.0
02643.mp4,02643,annoy,exact,1.0
02644.mp4,02644,annoy,exact,1.0
02645.mp4,02645,annoy,exact,1.0
02653.mp4,02653,annoy,exact,1.0
02697.mp4,02697,another,exact,1.0
02698.mp4,02698,another,exact,1.0
02699.mp4,02699,another,exact,1.0
02701.mp4,02701,another,exact,1.0
02706.mp4,02706,another,exact,1.0
02710.mp4,02710,answer,exact,1.0
02711.mp4,02711,answer,exact,1.0
02712.mp4,02712,answer,exact,1.0
02713.mp4,02713,answer,exact,1.0
02715.mp4,02715,answer,exact,1.0
02718.mp4,02718,answer,exact,1.0
02826.mp4,02826,any,exact,1.0
02828.mp4,02828,any,exact,1.0
02833.mp4,02833,any,exact,1.0
02851.mp4,02851,anyway,exact,1.0
02852.mp4,02852,anyway,exact,1.0
02854.mp4,02854,anyway,exact,1.0
02856.mp4,02856,anyway,exact,1.0
02864.mp4,02864,apart,exact,1.0
02865.mp4,02865,apart,exact,1.0
02867.mp4,02867,apart,exact,1.0
02870.mp4,02870,apart,exact,1.0
02872.mp4,02872,apartment,exact,1.0
02873.mp4,02873,apartment,exact,1.0
02874.mp4,02874,apartment,exact,1.0
02875.mp4,02875,apartment,exact,1.0
02877.mp4,02877,apartment,exact,1.0
02880.mp4,02880,apartment,exact,1.0
02910.mp4,02910,apostrophe,exact,1.0
02911.mp4,02911,apostrophe,exact,1.0
02912.mp4,02912,apostrophe,exact,1.0
02913.mp4,02913,apostrophe,exact,1.0
02915.mp4,02915,apostrophe,exact,1.0
02951.mp4,02951,appear,exact,1.0
02952.mp4,02952,appear,exact,1.0
02953.mp4,02953,appear,exact,1.0
02954.mp4,02954,appear,exact,1.0
02956.mp4,02956,appear,exact,1.0
02961.mp4,02961,appear,exact,1.0
02969.mp4,02969,appetite,exact,1.0
02970.mp4,02970,appetite,exact,1.0
02971.mp4,02971,appetite,exact,1.0
02973.mp4,02973,appetite,exact,1.0
02975.mp4,02975,appetite,exact,1.0
02999.mp4,02999,apple,exact,1.0
03000.mp4,03000,apple,exact,1.0
03001.mp4,03001,apple,exact,1.0
03002.mp4,03002,apple,exact,1.0
03003.mp4,03003,apple,exact,1.0
03005.mp4,03005,apple,exact,1.0
03008.mp4,03008,apple,exact,1.0
03055.mp4,03055,appointment,exact,1.0
03056.mp4,03056,appointment,exact,1.0
03057.mp4,03057,appointment,exact,1.0
03058.mp4,03058,appointment,exact,1.0
03059.mp4,03059,appointment,exact,1.0
03060.mp4,03060,appointment,exact,1.0
03061.mp4,03061,appointment,exact,1.0
03062.mp4,03062,appointment,exact,1.0
03063.mp4,03063,appointment,exact,1.0
03068.mp4,03068,appreciate,exact,1.0
03069.mp4,03069,appreciate,exact,1.0
03070.mp4,03070,appreciate,exact,1.0
03073.mp4,03073,appreciate,exact,1.0
03074.mp4,03074,appreciate,exact,1.0
03090.mp4,03090,approach,exact,1.0
03092.mp4,03092,approach,exact,1.0
03093.mp4,03093,approach,exact,1.0
03096.mp4,03096,approach,exact,1.0
03101.mp4,03101,appropriate,exact,1.0
03102.mp4,03102,appropriate,exact,1.0
03103.mp4,03103,appropriate,exact,1.0
03105.mp4,03105,appropriate,exact,1.0
03108.mp4,03108,appropriate,exact,1.0
03118.mp4,03118,approve,exact,1.0
03119.mp4,03119,approve,exact,1.0
03120.mp4,03120,approve,exact,1.0
03121.mp4,03121,approve,exact,1.0
03122.mp4,03122,approve,exact,1.0
03124.mp4,03124,approve,exact,1.0
03125.mp4,03125,approve,exact,1.0
03131.mp4,03131,approve,exact,1.0
03154.mp4,03154,april,exact,1.0
03155.mp4,03155,april,exact,1.0
03156.mp4,03156,april,exact,1.0
03158.mp4,03158,april,exact,1.0
03161.mp4,03161,april,exact,1.0
03201.mp4,03201,archery,exact,1.0
03202.mp4,03202,archery,exact,1.0
03204.mp4,03204,archery,exact,1.0
03205.mp4,03205,archery,exact,1.0
03207.mp4,03207,archery,exact,1.0
03234.mp4,03234,area,exact,1.0
03235.mp4,03235,area,exact,1.0
03237.mp4,03237,area,exact,1.0
03238.mp4,03238,area,exact,1.0
03240.mp4,03240,area,exact,1.0
03246.mp4,03246,area,exact,1.0
03267.mp4,03267,argue,exact,1.0
03268.mp4,03268,argue,exact,1.0
03270.mp4,03270,argue,exact,1.0
03272.mp4,03272,argue,exact,1.0
03273.mp4,03273,argue,exact,1.0
03274.mp4,03274,argue,exact,1.0
03277.mp4,03277,argue,exact,1.0
03278.mp4,03278,argue,exact,1.0
03282.mp4,03282,argue,exact,1.0
03315.mp4,03315,arizona,exact,1.0
03316.mp4,03316,arizona,exact,1.0
03318.mp4,03318,arizona,exact,1.0
03337.mp4,03337,arm,exact,1.0
03338.mp4,03338,arm,exact,1.0
03339.mp4,03339,arm,exact,1.0
03342.mp4,03342,arm,exact,1.0
03344.mp4,03344,arm,exact,1.0
03361.mp4,03361,army,exact,1.0
03362.mp4,03362,army,exact,1.0
03364.mp4,03364,army,exact,1.0
03368.mp4,03368,army,exact,1.0
03376.mp4,03376,around,exact,1.0
03377.mp4,03377,around,exact,1.0
03378.mp4,03378,around,exact,1.0
03382.mp4,03382,around,exact,1.0
03389.mp4,03389,around,exact,1.0
03417.mp4,03417,arrest,exact,1.0
03418.mp4,03418,arrest,exact,1.0
03419.mp4,03419,arrest,exact,1.0
03420.mp4,03420,arrest,exact,1.0
03425.mp4,03425,arrest,exact,1.0
03430.mp4,03430,arrest,exact,1.0
03435.mp4,03435,arrive,exact,1.0
03436.mp4,03436,arrive,exact,1.0
03437.mp4,03437,arrive,exact,1.0
03438.mp4,03438,arrive,exact,1.0
03439.mp4,03439,arrive,exact,1.0
03441.mp4,03441,arrive,exact,1.0
03445.mp4,03445,arrive,exact,1.0
03448.mp4,03448,arrogant,exact,1.0
03449.mp4,03449,arrogant,exact,1.0
03450.mp4,03450,arrogant,exact,1.0
03451.mp4,03451,arrogant,exact,1.0
03454.mp4,03454,arrogant,exact,1.0
03457.mp4,03457,arrogant,exact,1.0
03478.mp4,03478,art,exact,1.0
03479.mp4,03479,art,exact,1.0
03480.mp4,03480,art,exact,1.0
03481.mp4,03481,art,exact,1.0
03484.mp4,03484,art,exact,1.0
03486.mp4,03486,art,exact,1.0
03490.mp4,03490,article,exact,1.0
03491.mp4,03491,article,exact,1.0
03493.mp4,03493,article,exact,1.0
03515.mp4,03515,artist,exact,1.0
03516.mp4,03516,artist,exact,1.0
03517.mp4,03517,artist,exact,1.0
03519.mp4,03519,artist,exact,1.0
03522.mp4,03522,artist,exact,1.0
03562.mp4,03562,asia,exact,1.0
03563.mp4,03563,asia,exact,1.0
03564.mp4,03564,asia,exact,1.0
03565.mp4,03565,asia,exact,1.0
03568.mp4,03568,asia,exact,1.0
03571.mp4,03571,asia,exact,1.0
03595.mp4,03595,ask,exact,1.0
03597.mp4,03597,ask,exact,1.0
03598.mp4,03598,ask,exact,1.0
03603.mp4,03603,ask,exact,1.0
03605.mp4,03605,ask,exact,1.0
03607.mp4,03607,ask,exact,1.0
03634.mp4,03634,asl,exact,1.0
03635.mp4,03635,asl,exact,1.0
03638.mp4,03638,asl,exact,1.0
03642.mp4,03642,asl,exact,1.0
03756.mp4,03756,assistant,exact,1.0
03757.mp4,03757,assistant,exact,1.0
03758.mp4,03758,assistant,exact,1.0
03761.mp4,03761,assistant,exact,1.0
03763.mp4,03763,assistant,exact,1.0
03765.mp4,03765,assist,exact,1.0
03766.mp4,03766,assist,exact,1.0
03768.mp4,03768,assist,exact,1.0
03769.mp4,03769,assist,exact,1.0
03771.mp4,03771,assist,exact,1.0
03799.mp4,03799,assume,exact,1.0
03800.mp4,03800,assume,exact,1.0
03802.mp4,03802,assume,exact,1.0
03805.mp4,03805,assume,exact,1.0
03999.mp4,03999,attend,exact,1.0
04000.mp4,04000,attend,exact,1.0
04002.mp4,04002,attend,exact,1.0
04003.mp4,04003,attend,exact,1.0
04007.mp4,04007,attend,exact,1.0
04011.mp4,04011,attention,exact,1.0
04012.mp4,04012,attention,exact,1.0
04013.mp4,04013,attention,exact,1.0
04015.mp4,04015,attention,exact,1.0
04017.mp4,04017,attention,exact,1.0
04040.mp4,04040,attitude,exact,1.0
04041.mp4,04041,attitude,exact,1.0
04042.mp4,04042,attitude,exact,1.0
04044.mp4,04044,attitude,exact,1.0
04045.mp4,04045,attitude,exact,1.0
04048.mp4,04048,attitude,exact,1.0
04050.mp4,04050,attorney,exact,1.0
04051.mp4,04051,attorney,exact,1.0
04053.mp4,04053,attorney,exact,1.0
04055.mp4,04055,attorney,exact,1.0
04062.mp4,04062,attract,exact,1.0
04063.mp4,04063,attract,exact,1.0
04064.mp4,04064,attract,exact,1.0
04072.mp4,04072,attract,exact,1.0
04073.mp4,04073,attract,exact,1.0
04076.mp4,04076,attract,exact,1.0
04099.mp4,04099,auction,exact,1.0
04101.mp4,04101,auction,exact,1.0
04102.mp4,04102,auction,exact,1.0
04104.mp4,04104,auction,exact,1.0
04106.mp4,04106,auction,exact,1.0
04115.mp4,04115,audience,exact,1.0
04116.mp4,04116,audience,exact,1.0
04118.mp4,04118,audience,exact,1.0
04119.mp4,04119,audience,exact,1.0
04120.mp4,04120,audience,exact,1.0
04123.mp4,04123,audience,exact,1.0
04129.mp4,04129,audiologist,exact,1.0
04130.mp4,04130,audiologist,exact,1.0
04132.mp4,04132,audiologist,exact,1.0
04134.mp4,04134,audiologist,exact,1.0
04136.mp4,04136,audiology,exact,1.0
04137.mp4,04137,audiology,exact,1.0
04139.mp4,04139,audiology,exact,1.0
04141.mp4,04141,audiology,exact,1.0
04155.mp4,04155,august,exact,1.0
04156.mp4,04156,august,exact,1.0
04157.mp4,04157,august,exact,1.0
04159.mp4,04159,august,exact,1.0
04163.mp4,04163,august,exact,1.0
04164.mp4,04164,august,exact,1.0
04168.mp4,04168,aunt,exact,1.0
04169.mp4,04169,aunt,exact,1.0
04170.mp4,04170,aunt,exact,1.0
04171.mp4,04171,aunt,exact,1.0
04173.mp4,04173,aunt,exact,1.0
04176.mp4,04176,aunt,exact,1.0
04184.mp4,04184,australia,exact,1.0
04186.mp4,04186,australia,exact,1.0
04187.mp4,04187,australia,exact,1.0
04188.mp4,04188,australia,exact,1.0
04189.mp4,04189,australia,exact,1.0
04190.mp4,04190,australia,exact,1.0
04193.mp4,04193,australia,exact,1.0
04198.mp4,04198,australia,exact,1.0
04200.mp4,04200,austria,exact,1.0
04201.mp4,04201,austria,exact,1.0
04202.mp4,04202,austria,exact,1.0
04203.mp4,04203,austria,exact,1.0
04218.mp4,04218,author,exact,1.0
04219.mp4,04219,author,exact,1.0
04221.mp4,04221,author,exact,1.0
04223.mp4,04223,author,exact,1.0
04226.mp4,04226,authority,exact,1.0
04227.mp4,04227,authority,exact,1.0
04228.mp4,04228,authority,exact,1.0
04230.mp4,04230,authority,exact,1.0
04232.mp4,04232,authority,exact,1.0
04289.mp4,04289,autumn,exact,1.0
04290.mp4,04290,autumn,exact,1.0
04291.mp4,04291,autumn,exact,1.0
04292.mp4,04292,autumn,exact,1.0
04294.mp4,04294,autumn,exact,1.0
04296.mp4,04296,autumn,exact,1.0
04301.mp4,04301,available,exact,1.0
04302.mp4,04302,available,exact,1.0
04304.mp4,04304,available,exact,1.0
04307.mp4,04307,available,exact,1.0
04324.mp4,04324,average,exact,1.0
04325.mp4,04325,average,exact,1.0
04326.mp4,04326,average,exact,1.0
04330.mp4,04330,average,exact,1.0
04332.mp4,04332,average,exact,1.0
04343.mp4,04343,avoid,exact,1.0
04344.mp4,04344,avoid,exact,1.0
04345.mp4,04345,avoid,exact,1.0
04347.mp4,04347,avoid,exact,1.0
04348.mp4,04348,avoid,exact,1.0
04352.mp4,04352,avoid,exact,1.0
04355.mp4,04355,awake,exact,1.0
04356.mp4,04356,awake,exact,1.0
04358.mp4,04358,awake,exact,1.0
04361.mp4,04361,awake,exact,1.0
04364.mp4,04364,award,exact,1.0
04369.mp4,04369,award,exact,1.0
04372.mp4,04372,award,exact,1.0
04375.mp4,04375,aware,exact,1.0
04376.mp4,04376,aware,exact,1.0
04378.mp4,04378,aware,exact,1.0
04380.mp4,04380,aware,exact,1.0
04388.mp4,04388,away,exact,1.0
04389.mp4,04389,away,exact,1.0
04393.mp4,04393,away,exact,1.0
04397.mp4,04397,away,exact,1.0
04424.mp4,04424,awful,exact,1.0
04425.mp4,04425,awful,exact,1.0
04426.mp4,04426,awful,exact,1.0
04427.mp4,04427,awful,exact,1.0
04429.mp4,04429,awful,exact,1.0
04430.mp4,04430,awful,exact,1.0
04434.mp4,04434,awful,exact,1.0
04437.mp4,04437,awkward,exact,1.0
04438.mp4,04438,awkward,exact,1.0
04439.mp4,04439,awkward,exact,1.0
04440.mp4,04440,awkward,exact,1.0
04441.mp4,04441,awkward,exact,1.0
04443.mp4,04443,awkward,exact,1.0
04446.mp4,04446,awkward,exact,1.0
04505.mp4,04505,baby,exact,1.0
